name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm
LWLG,"Lightwave Logic, Inc.",lightwave-logic,streaming,stock,common,148071318,USD,-65.86636719,,,1388.56984186,4.39121756,,,5.44187655,123993208,1095.44313102,,
LXEO,"Lexeo Therapeutics, Inc.",lexeo-therapeutics,streaming,stock,common,94568598,USD,-74.04750554,,,,0.67860312,,,0.60222021,-52048402.00000003,,,
LXFR,Luxfer Holdings PLC,luxfer-plc,streaming,stock,common,326253309,USD,34.75966919,17.77389277,,0.80913635,1.48634753,6.36997726,7.97808369,51.82005965,379753309.00057214,0.96900564,11.43835268,8.14921264
LXRX,"Lexicon Pharmaceuticals, Inc.",lexicon-pharmaceuticals,streaming,stock,common,252863857.99999997,USD,-60.04237919,,,46.31853892,1.41650804,,,0.97869193,100367857.99999994,19.1944651,,
LXU,"LSB Industries, Inc.",lsb-industries,streaming,stock,common,526656064.99999994,USD,-0.55948477,,,1.01291348,1.06899619,6.12035495,,2.85319298,868673064.9999999,1.66285043,144.05855141,10.78989746
LYB,LyondellBasell Industries NV,lyondellbasell,streaming,stock,common,24850369602,USD,-22.81115082,18.55214546,,0.61039602,1.9968266,6.53306794,12.63170345,7.34488069,21462369602,0.53227443,8.24841261,5.20426033
LYEL,"Lyell Immunopharma, Inc.",lyell-immunopharma,streaming,stock,common,207668500,USD,-71.39273449,,-0.16327504,2899.95325714,0.34363397,,,0.41354143,-174303500.00000006,,,
LYFT,"Lyft, Inc.",lyft,streaming,stock,common,5576234318,USD,-14.57199131,260.546875,,0.94061702,7.26999248,6.56225008,7.27708057,2.80995055,4849723318,0.83818007,264.53517253,29.00118594
LYRA,"Lyra Therapeutics, Inc.",lyra-therapeutics,streaming,stock,common,14007937,USD,-95.33688635,,-0.17657124,9.0242188,0.67936508,,,0.27133114,-2294063,,,
LYT,Lytus Technologies Holdings PTV. Ltd.,lytus-technologies-ptv-ltd,streaming,stock,common,3894116,USD,7.72698939,,,,,,,,,,,
LYTS,LSI Industries Inc.,lsi-industries,streaming,stock,common,553246398,USD,35.38164103,24.0880667,,1.08031937,2.54559422,12.61344734,13.79078774,121.15815789,603828398,1.15449904,16.56321039,12.6628583
LYV,"Live Nation Entertainment, Inc.",live-nation,streaming,stock,common,33132360766,USD,50.99089886,52.83018868,0.48718389,1.44894757,193.91578406,19.77917277,32.23543952,5.58826159,37070024766,1.60090798,33.05821235,21.06256194
LZ,"LegalZoom.com, Inc.",legalzoom,streaming,stock,common,1789071545,USD,-30.66411026,60.65671642,0.44337109,2.57733807,18.91499423,13.13776185,17.83009195,12.54359218,1654889545,2.42694773,40.01570619,21.10424721
LZB,La-Z-Boy Incorporated,la-z-boy,streaming,stock,common,1867907591.9999995,USD,18.69096871,15.50908468,2.05986653,0.8978636,1.83441226,10.69826064,17.16182724,6.00496769,2049816591.9999995,0.97989627,12.54423979,7.03572612
LZM,Lifezone Metals Limited,lifezone-metals-limited,streaming,stock,common,430401897,USD,15.81727346,,,409.50222817,11.87585537,,,6.63256795,502324116,492.12338253,,
LZMH,LZ Technology Holdings Limited,,streaming,stock,common,847500000,USD,,,,,,,,,,,,
M,Macy's Inc,macy-s,streaming,stock,common,3984073444,USD,-20.15966999,24.13387151,,0.16932874,0.9607119,3.61640555,7.06210664,12.82388889,9495073444,0.40622373,7.93239218,4.55180894
MA,Mastercard Incorporated,mastercard,streaming,stock,common,525426729960.0001,USD,14.57123732,41.49787222,2.33980585,18.43352321,81.22544992,35.90460918,37.09665126,57.17064875,535178729960.0001,19.0056014,33.35486008,31.58887557
MACI,Melar Acquisition Corp. I,melar-acquisition-i,streaming,stock,common,221189000.00000003,USD,,,,,1.40764642,,,236.79441885,220254902.00000003,,,
MAGN,Magnera Corporation,glatfelter,streaming,stock,common,729594053,USD,660.33654872,,,0.05414795,0.65966903,91.86527323,,3.39346047,2585594053,1.97496914,67.35773597,25.50801126
MAIA,"MAIA Biotechnology, Inc.",maia-biotechnology,streaming,stock,common,49176600,USD,,,,,27.83947875,,,5.16898848,40485816,,,
MAIN,Main Street Capital Corporation,main-street-capital-corporation,streaming,stock,common,5361233551.000001,USD,36.08223728,10.41345528,0.83803473,8.54048958,1.92099831,16.19998588,16.19998588,68.69037476,7405353551.000001,12.13769529,11.18395259,11.18395259
MAMA,"Mama's Creations, Inc.",mamamancini-s,streaming,stock,common,229843878.00000003,USD,31.03220809,66.83060109,,2.01835972,9.99378963,18.87671832,31.5690877,25.8812995,231578878.00000003,1.98834768,39.83810046,26.77212462
MAMO,Massimo Group,massimo,streaming,stock,common,115877000,USD,,15.56420233,,0.88840952,5.13337611,38.56749528,46.09507599,67.12624872,130941880,1.00177114,9.81735219,9.70799909
MAN,ManpowerGroup,manpowergroup,streaming,stock,common,2690871739.0000005,USD,-24.43726604,19.21448338,0.23177707,0.14916018,1.26769226,8.89052717,10.65072065,5.39644876,3513571739.0000005,0.19679576,9.77077792,7.8744324
MANH,"Manhattan Associates, Inc.",manhattan-associates,streaming,stock,common,10811622287,USD,-30.57973364,50.33150272,2.04280574,10.42256052,36.02407307,37.1797979,38.3062499,41.19803148,10596718287,10.16616103,40.50795229,39.55519579
MANU,Manchester,manchester-united-plc-new,streaming,stock,common,2512205332,USD,-0.31470127,,-0.01737672,3.15363506,10.15544903,33.07943576,54.41225266,20.79678166,3319518653.2,4.18397919,,19.35068261
MAPS,"WM Technology, Inc.",wm-technology,streaming,stock,common,200713658,USD,47.83688818,,,0.70785072,4.31730547,3.39038284,5.06593677,2.84467595,272113658,1.52655864,19.04091092,7.80142368
MAR,Marriott International,marriott,streaming,stock,common,77318753756,USD,7.92357599,33.71076893,,3.09348689,,28.57549836,39.29667084,198.36880051,92267753756,3.67600613,24.00305769,22.91228055
MARA,"MARA Holdings, Inc.",marathon-digital-holdings,streaming,stock,common,4724204103,USD,-49.12239928,10.21576398,0.45439513,8.39916749,,,,,4724204103,7.19738337,,
MARPS,Marine Petroleum Trust,marine-petroleum-trust,streaming,stock,common,7800000,USD,-6.04215457,12.98701299,,8.3765558,8.82053602,,,8.82068564,6915715,7.31437785,11.51544392,11.51544392
MAS,Masco Corporation,masco,streaming,stock,common,15936919989,USD,-4.38339918,20.02770526,,2.05194813,,15.036,17.82105843,25.49479495,18743919989,2.39447113,13.75195891,12.38857897
MASI,Masimo Corporation,masimo,streaming,stock,common,10183913603.000002,USD,51.09726803,,,4.76524064,9.6188535,51.51767821,57.35868481,56.11798114,10849713603.000002,5.18034454,260.18497849,74.98074363
MASK,3 E Network Technology Group Ltd,,streaming,stock,common,30016000,USD,,19.47674419,0.35367724,6.65831792,11.01747174,32.44716171,32.44726647,581.94522187,30366393,6.65643123,16.77970117,16.71900423
MASS,908 Devices Inc.,908-devices,streaming,stock,common,78003157,USD,-66.93066592,,-0.02491123,1.30104457,0.59338063,,,1.08336675,13496156.99999999,0.24466403,,
MAT,"Mattel, Inc.",mattel,streaming,stock,common,7033260008.000001,USD,3.08977832,13.36512518,0.0808102,1.32632976,3.10451277,8.95031765,11.98322257,5.16267649,8332632008.000001,1.5489488,11.54264027,9.36371779
MATH,Metalpha Technology Holding Limited,metalpha-technology-limited,streaming,stock,common,59094990.00000001,USD,6.2037733,9.40745266,,,2.30894943,,,0.24751459,-177314324,,,
MATV,"Mativ Holdings, Inc.",mativ,streaming,stock,common,368539046.99999994,USD,-57.82967971,,,0.18705273,0.42785108,3.87457814,9.37015327,3.89512204,1427339047,0.72047804,32.14727583,7.58416072
MATW,Matthews International Corporation,matthews,streaming,stock,common,771739636,USD,-10.96713251,,,0.44112434,1.86677434,9.50785759,18.97266898,23.13314833,1611674636,0.92222539,26.31262569,10.39776671
MATX,"Matson, Inc.",matson,streaming,stock,common,4784584047.000001,USD,28.29289743,10.25993448,0.14814415,1.38658688,1.79272616,6.32346835,10.60773214,18.19774738,4908284047.000001,1.43441582,8.88698904,5.91502054
MAX,"MediaAlpha, Inc.",mediaalpha,streaming,stock,common,622951206,USD,-55.41177031,30.81260365,,0.59898734,216.80280047,11.19472826,11.25706026,11.86900973,694514206,0.80318144,13.05453292,11.59785258
MAXN,"Maxeon Solar Technologies, Ltd.",maxeon-solar-technologies,streaming,stock,common,65747003,USD,-67.5983445,,-0.00014914,0.05450017,,,,0.64335418,333931003,0.48465335,,
MAYS,"J. W. Mays, Inc.",j-w-mays,streaming,stock,common,75188590.97659825,USD,-18.82277786,,,3.32749955,1.42066879,50.80396223,,22.83928516,100442447.97659823,4.60563653,,57.92862794
MAZE,"Maze Therapeutics, Inc.",,streaming,stock,common,535392415,USD,,,,,,,,3.57865903,848847415,,,
MBAV,M3-Brigade Acquisition V Corp.,,streaming,stock,common,364406624.63054186,USD,,,,,1.30885491,,,390.03673389,363472337.63054186,,,
MBC,"MasterBrand, Inc.",masterbrand,streaming,stock,common,1785809937,USD,-12.73973633,14.52450166,,0.67339357,1.37879378,6.28591781,8.69487447,15.21963516,2747509937,1.01744554,10.7073653,8.22854129
MBCN,Middlefield Banc Corp.,middlefield-banc,streaming,stock,common,216303664.99999997,USD,8.34715948,13.95906037,,1.91153336,1.02760894,,,,354326665,3.26942003,,
MBI,MBIA Inc.,mbia,streaming,stock,common,309394168,USD,4.717387,,,8.72708953,,,,,3713394168,90.57058946,,
MBIN,Merchants Bancorp,merchants-bancorp,streaming,stock,common,1863511064.9999995,USD,4.57990917,6.44987566,0.54238441,1.28477986,1.18614356,10.3565037,11.53095389,,6910779065.000001,4.73980691,,
MBIO,"Mustang Bio, Inc.",,streaming,stock,common,5511032,USD,-88.77357428,,,,,,,0.4180474,2969032,,,
MBLY,Mobileye Global Inc.,mobileye-global,streaming,stock,common,12792809488,USD,-36.65933163,,-0.00038119,7.91877267,1.05839436,31.96792639,40.08517476,8.96308555,11416809488,6.90254504,,
MBOT,Microbot Medical Inc.,microbot-medical,streaming,stock,common,48989710,USD,189.18976462,,,,6.16555162,,,5.29518942,44697710,,,
MBRX,"Moleculin Biotech, Inc.",moleculin-biotech,streaming,stock,common,15488339,USD,-74.30403284,,,,0.51777493,,,0.5094544,6589339,,,
MBUU,"Malibu Boats, Inc.",malibu-boats,streaming,stock,common,655426598,USD,-23.5774203,,,0.90577837,1.29183016,11.04471444,30.43321692,18.82425929,656349598,0.89422023,,21.221171
MBWM,Mercantile Bank Corporation,mercantile-bank,streaming,stock,common,778202413,USD,30.53006741,9.77038283,,2.11433916,1.33170579,,,,1369459413,3.78418694,,
MBX,"MBX Biosciences, Inc.",,streaming,stock,common,320807238.99999994,USD,,,,,1.18072177,,,1.15645235,44022239,,,
MC,Moelis & Company,moelis-and-company,streaming,stock,common,5420719699,USD,37.95319539,40.04535147,,4.52658329,11.29168645,12.8452709,13.21919394,13.29002836,5268552699,4.41051003,30.46374685,28.72883706
MCB,Metropolitan Bank Holding Corp.,metropolitan-bank,streaming,stock,common,676672492.0000001,USD,46.15065984,10.20725301,,1.41620912,0.92716827,4.63553365,4.71916703,,1141655492,2.31945741,,
MCBS,"MetroCity Bankshares, Inc.",metrocity-bankshares,streaming,stock,common,767050458.0000001,USD,26.40745504,12.03688981,0.49034652,3.25838506,1.82553922,,,,913652458.0000002,3.87640205,,
MCD,McDonald's Corporation,mcdonalds,streaming,stock,common,220289787722.99997,USD,1.9924189,27.06453425,,8.60613484,,23.49196496,33.26414346,204.52083041,271152787722.99997,10.4611415,22.89755005,19.45281496
MCFT,"MasterCraft Boat Holdings, Inc.",mastercraft-boat,streaming,stock,common,294509159.00000006,USD,-17.31111525,,,0.99761139,1.65378041,109.40807946,,4.60174608,231847159.00000003,0.79503993,48.73810364,15.54873308
MCHP,Microchip Technology Incorporated,microchip-technology,streaming,stock,common,31656024886.000004,USD,-27.61516491,103.79121848,,6.45300259,5.24790699,28.18692212,32.59957127,53.97843686,37854024886,7.95770878,59.07307254,26.61839877
MCHX,"Marchex, Inc.",marchex,streaming,stock,common,86927870,USD,39.46485188,,,1.75129129,2.52675953,,,7.11773472,76355870,1.57127009,,
MCK,McKesson Corporation,mckesson,streaming,stock,common,80241467917.99998,USD,13.57266292,29.34495655,,0.22810066,,32.6316087,42.04196888,63.22692356,89096467917.99998,0.25856316,19.95441611,17.43570801
MCO,Moody's Corporation,moodys,streaming,stock,common,90709200438.99998,USD,29.39331333,44.74495006,1.51242503,12.63414856,25.48806091,32.26423467,36.32126061,30.78880229,95643200438.99998,13.49367952,32.17060223,28.09729743
MCRB,"Seres Therapeutics, Inc.",seres-therapeutics,streaming,stock,common,129641414,USD,-13.83025145,,-0.11316762,1729.45683397,5.40311677,,,1.7344937,156429414,2444.20959375,,
MCRI,"Monarch Casino & Resort, Inc.",monarch-casino-and-resort,streaming,stock,common,1688418247.9999998,USD,28.59379889,18.50063635,1.02792614,3.25058776,3.13231518,,,29.23515385,1643722247.9999998,3.14777158,13.56531058,9.52716773
MCS,Marcus Corporation (The),marcus-the,streaming,stock,common,564570708.9999999,USD,39.77820067,,,0.80067111,,5.6050456,,13.06867449,872623708.9999999,1.18633926,37.79555219,9.58442665
MCTR,CTRL Group Limited,,streaming,stock,common,84915000.00000001,USD,,,,,,,,,,,,
MCVT,"Mill City Ventures III, Ltd.",mill-city-ventures-iii-ltd,streaming,stock,common,12578952,USD,-25.46816809,36.08058608,,3.83603162,0.63372987,7.70698405,7.7069655,0.67954777,-6269747,,,
MCW,"Mister Car Wash, Inc.",mister-car-wash,streaming,stock,common,2751217745,USD,-5.64213834,39.80309423,,2.59714151,2.75269514,11.28143629,,41.4836226,4553284745,4.57742149,23.79384181,16.69521045
MCY,Mercury General Corporation,mercury-general-corp,streaming,stock,common,2987108828,USD,12.54075888,6.38194642,0.01642321,0.54141667,1.53459643,2.87985951,3.01394001,,3577337828,0.65331962,,
MD,"Pediatrix Medical Group, Inc.",mednax,streaming,stock,common,1267702856.0000002,USD,69.1083262,,-0.19393797,0.64242126,1.65796525,6.13943168,6.8720344,3.63907887,1581509856.0000002,0.78567983,8.61008954,7.32495869
MDAI,"Spectral AI, Inc.",spectral-ai,streaming,stock,common,36981432,USD,13.33593863,,,1.13342412,,,,8.3955423,41335432,1.51611766,,
MDB,"MongoDB, Inc.",mongodb,streaming,stock,common,19915671026.999996,USD,-37.57505559,,-24.01141489,10.13740467,13.24596796,128.30779872,133.77842406,8.59884279,18815881026.999996,9.8201563,,
MDBH,"MDB Capital Holdings, LLC",mdb-capital-llc,streaming,stock,common,67056313,USD,-38.44836692,,-0.00209752,33.92421816,2.16033314,,,3.16990558,50159358,28.70487508,,
MDGL,"Madrigal Pharmaceuticals, Inc.",madrigal-pharmaceuticals-inc,streaming,stock,common,7535325300.000001,USD,53.44178108,,-1.39530681,40.87305019,9.95453995,,,8.03634559,6723644300.000001,37.32599968,,
MDIA,Mediaco Holding Inc.,mediaco,streaming,stock,common,53281732,USD,261.07854586,,,1.40910471,0.78292402,,,12.50642252,224435732,3.23879779,,
MDLZ,"Mondelez International, Inc.",mondelez,streaming,stock,common,83083124501,USD,-16.71713208,18.75437982,,2.35265772,3.14288454,17.52916497,24.43037184,61.47728571,100253124501,2.75110794,19.75041854,15.71858333
MDT,Medtronic plc.,medtronic,streaming,stock,common,118019644611,USD,4.9558569,27.96875475,6.33308856,3.51546095,2.39103722,16.22872947,21.64919042,14.94018228,136932644611,4.12460148,22.11801722,15.4446926
MDU,"MDU Resources Group, Inc.",mdu-resources,streaming,stock,common,3524712799,USD,-20.76449453,12.55184458,,0.89869329,1.30747985,7.04673135,,52.90715054,5771327799,1.50006467,14.04226259,9.16681803
MDWD,MediWound Ltd.,mediwound-ltd,streaming,stock,common,179054621,USD,30.3003729,,-0.08593571,8.65102456,5.23015848,,,3.82966904,140678620.99998677,7.13380431,,
MDXG,"MiMedx Group, Inc",mimedx,streaming,stock,common,1238611681.0000002,USD,-2.32518206,29.543058,,3.48209487,6.39523382,18.94894858,19.44326898,12.01331691,1159037681.0000002,3.32216717,19.54202801,18.58802452
MDXH,MDxHealth SA,mdxhealth,streaming,stock,common,90085157,USD,-11.0080131,,,,,,,,103351157.0000803,1.14772132,,
ME,23andMe Holding Co.,,streaming,stock,common,59019159,USD,-79.84043627,,-0.03377088,0.2763971,0.93813831,,,0.71553432,38549159,0.18464452,,
MEC,"Mayville Engineering Company, Inc.",mayville-engineering-company,streaming,stock,common,308632773,USD,27.72613619,25.55992477,0.49935649,0.51934572,1.29483978,4.02216465,5.09537789,1774.13615337,449857773,0.73882951,16.43256038,6.88835459
MED,MEDIFAST INC,medifast,streaming,stock,common,157067235,USD,-64.51666896,75.89852008,,0.25485771,0.74756274,6.44369505,9.26541417,0.97149189,10848235,0.01800648,3.76805662,0.507235
MEDP,"Medpace Holdings, Inc.",medpace-holdings,streaming,stock,common,9972395298,USD,-16.5917419,25.90704743,0.60968573,4.92832523,12.11700768,17.13602713,18.23042454,15.58426849,9452482298,4.48185883,21.15264461,19.85310939
MEG,"Montrose Environmental Group, Inc.",montrose-environmental,streaming,stock,common,666463523.0000001,USD,-40.3504517,,-0.25842362,1.1393035,1.49382251,29.97471824,738.90006652,51.52592656,1027452523.0000002,1.47538756,,32.75375444
MEGL,Magic Empire Global Limited,,streaming,stock,common,5892836,USD,-56.7468345,,,15.96159248,1.69992262,,,2.4748054,-5878255.5285498,,,
MEI,"Methode Electronics, Inc.",methode-electronics,streaming,stock,common,388657145.00000006,USD,-47.20176776,,-0.01841085,0.35139032,0.5207858,26.14134038,,3.98857565,661357145,0.6079209,,13.20074142
MEIP,"MEI Pharma, Inc.",mei-pharma,streaming,stock,common,17056914,USD,-37.61904571,,,,0.77189343,,,0.71853406,-6682086,,,
MELI,"MercadoLibre, Inc.",mercadolibre,streaming,stock,common,107573247687,USD,39.13586633,56.29168413,0.6023385,5.19686783,24.72379775,17.51005167,20.08638093,11.71311982,107203247687,5.15970774,40.74619828,33.00592601
MERC,Mercer International Inc.,mercer-international,streaming,stock,common,525604287,USD,-10.74710855,,,0.26704416,1.22297893,5.82685978,89.29766565,2.84226611,1831747287,0.89643885,25.11685731,7.51572401
MESA,"Mesa Air Group, Inc.",mesa-air-group,streaming,stock,common,47097071.00000001,USD,30.06285029,,,0.0962127,0.34915132,5.02969171,,1.90024589,391512071,0.82333807,,12.26272656
MET,"MetLife, Inc.",metlife,streaming,stock,common,58708231604.00001,USD,12.15603738,14.45609327,0.06241946,0.82633893,2.1641907,3.97889799,3.97889799,,78157231604,1.10102318,,
META,"Meta Platforms, Inc.",meta-platforms,streaming,stock,common,1692991182111,USD,38.29387212,27.93186331,0.45409965,10.39979185,9.27095111,19.01554616,32.11739532,22.21691485,1664592182111,10.11910141,23.85862177,19.52211503
METC,"Ramaco Resources, Inc.",ramaco-resources,streaming,stock,common,470660199.99999994,USD,-42.57577715,12.95652174,,0.70546433,1.29790187,3.3594933,7.42994876,19.66845335,536984200,0.76917398,11.29660671,4.78331225
MFH,Mercurity Fintech Holding Inc. - American,mercurity-fintech-american,streaming,stock,common,366044407,USD,123.19181454,,-0.08867049,354.91039257,23.66936978,,,17.48010398,359837009,501.96063823,,
MFI,mF International Limited,mf-international-limited,streaming,stock,common,8217360,USD,,,,,1.26848727,,,1.77901682,5283432.18786575,,,
MFIN,Medallion Financial Corp.,medallion-financial,streaming,stock,common,192385014.00000003,USD,4.2255814,,,,,,,,66189014.00000003,0.22479016,0.38088259,
MG,Mistras Group Inc,mistras,streaming,stock,common,305142086,USD,14.73060811,27.72612003,,0.4155744,1.48684954,7.68556556,15.75873337,15.30129666,502352086,0.67978934,12.35768089,6.78808305
